TIME,OSI_KEY,SE,POINT_NAME,MESSAGE,VALUE
6/03/2021 23:00,,FEP,JULIACA_N,Interrogation Group 0: 27 points did not update,IEC104
6/03/2021 23:00,,FEP,COLCABAMBA,Interrogation Group 0: 181 points did not update,IEC104
6/03/2021 23:00,,FEP,HUANUCO_N,Interrogation Group 0: 15 points did not update,IEC104
6/03/2021 23:00,,FEP,HUANCAVEL_N,Interrogation Group 0: 27 points did not update,IEC104
6/03/2021 23:00,,FEP,PUCALLPA_N,Interrogation Group 0: 89 points did not update,IEC104
6/03/2021 23:00,,FEP,TINGOM_ETS_N,Interrogation Group 0: 54 points did not update,IEC104
6/03/2021 23:00,3054009,CHIMBOTE 13.8,BARRA_A TENSION,RETORNO A NORMAL,14.2
6/03/2021 23:00,,FEP,POROMA,Interrogation Group 0: 165 points did not update,IEC104
6/03/2021 23:00,3054097,CHIMBOTE 220,Mod2ACP DELTA VOLTAJE,RETORNO DE MEDIDA CONGELADA,0.1
6/03/2021 23:00,,FEP,TINTAYA_N,Interrogation Group 0: 6 points did not update,IEC104
6/03/2021 23:00,,FEP,PARAMONGA_N,Interrogation Group 0: 39 points did not update,IEC104
6/03/2021 23:00,,FEP,SANJUAN_N,Interrogation Group 0: 206 points did not update,IEC104
6/03/2021 23:00,,FEP,MARCONA,Interrogation Group 0: 77 points did not update,IEC104
6/03/2021 23:00,3054094,CHIMBOTE 220,L-2216 DELTA VOLTAJE,RETORNO DE MEDIDA CONGELADA,0.1
6/03/2021 23:00,3054094,CHIMBOTE 220,L-2216 DELTA VOLTAJE,MEDIDA CONGELADA,0.1
6/03/2021 23:00,,FEP,CHIMBOTE1_N,Interrogation Group 0: 6 points did not update,IEC104
6/03/2021 23:00,,FEP,TINGOMARIA_N,Interrogation Group 0: 37 points did not update,IEC104
6/03/2021 23:00,,FEP,MANTARO_N,Interrogation Group 0: 71 points did not update,IEC104
6/03/2021 23:00,,FEP,AMARILIS,Interrogation Group 0: 16 points did not update,IEC104
6/03/2021 23:00,,FEP,OROYA_N,Interrogation Group 0: 9 points did not update,IEC104
6/03/2021 23:00,3054097,CHIMBOTE 220,Mod2ACP DELTA VOLTAJE,MEDIDA CONGELADA,0.1
6/03/2021 23:00,,FEP,REQUE,Interrogation Group 0: 35 points did not update,IEC104
6/03/2021 23:00,,FEP,PARIÑAS,Interrogation Group 0: 938 points did not update,IEC104
6/03/2021 23:00,,FEP,SOCABAYA_N,Interrogation Group 0: 170 points did not update,IEC104
6/03/2021 23:00,,FEP,AUCAYACU_N,Interrogation Group 0: 8 points did not update,IEC104
6/03/2021 23:00,1009421,TOCACHE 138,T129-121 SUBTENSION,RETORNO A NORMAL,INACTIVO
6/03/2021 23:00,,FEP,AGUAYTIA_N,Interrogation Group 0: 97 points did not update,IEC104
6/03/2021 23:00,,FEP,CARAPONGO,Interrogation Group 0: 1371 points did not update,IEC104
6/03/2021 23:00,2047054,MARCONA 60,T62-261 REG V AUT/MAN,CAMBIO DE ESTADO,INDETERMINADO
6/03/2021 23:00,1039576,YARABAMBA 500,L-5035 FP1 87L DISP R,CAMBIO DE ESTADO,ACTIVO
6/03/2021 23:00,,FEP,INDUSTRIALES,Interrogation Group 0 Timed Out,IEC104
6/03/2021 23:00,,FEP,LANINA_N,Interrogation Group 0: 215 points did not update,IEC104
6/03/2021 23:00,,FEP,CHICLAYO_N,Interrogation Group 0 Timed Out,IEC104
6/03/2021 23:00,,FEP,PUNO_N,Interrogation Group 0 Timed Out,IEC104
6/03/2021 23:00,,FEP,MONTALVO,Interrogation Group 0 Timed Out,IEC104
6/03/2021 23:00,,FEP,SURIRAY,Interrogation Group 0: 1339 points did not update,IEC104
6/03/2021 23:00,,FEP,COMBAPATA_N,Interrogation Group 0 Timed Out,IEC104
6/03/2021 23:00,,FEP,MOLLEPATA,Interrogation Group 0: 444 points did not update,IEC104
6/03/2021 23:00,,FEP,SANROS_N,Interrogation Group 0: 10 points did not update,IEC104
6/03/2021 23:00,1009421,TOCACHE 138,T129-121 SUBTENSION,CAMBIO DE ESTADO,ACTIVO
6/03/2021 23:00,2060014,SANJUAN 220,L-2092 PL1 52 MANDO LOC/REM,OPERACIONES MULTIPLES,2 LOCAL
6/03/2021 23:00,,FEP,ZORRITOS_N,Interrogation Group 0 Timed Out,IEC104
6/03/2021 23:00,,FEP,YARABAMBA,Interrogation Group 0: 224 points did not update,IEC104
6/03/2021 23:00,,FEP,ABANCAY,Interrogation Group 0 Timed Out,IEC104
6/03/2021 23:00,,FEP,INDUSTRIALES,Interrogation Group 0: 335 points did not update,IEC104
6/03/2021 23:00,,FEP,LA_BREA,Interrogation Group 0 Timed Out,IEC104
6/03/2021 23:00,,FEP,LA_BREA,Interrogation Group 0: 974 points did not update,IEC104
6/03/2021 23:00,,FEP,QUENCORO_N,Interrogation Group 0: 90 points did not update,IEC104
6/03/2021 23:00,,FEP,TOCACHE_N,Interrogation Group 0: 648 points did not update,IEC104
6/03/2021 23:00,,FEP,QUENCORO_N,Interrogation Group 0: 50 points did not update,IEC104
6/03/2021 23:00,,FEP,ORCOTUNA,Interrogation Group 0 Timed Out,IEC104
6/03/2021 23:00,,FEP,PAPUJUNE,Interrogation Group 0 Timed Out,IEC104
6/03/2021 23:00,,FEP,GUADALUPE_N,Interrogation Group 0 Timed Out,IEC104
6/03/2021 23:00,,FEP,SANROS_N,Interrogation Group 0 Timed Out,IEC104
6/03/2021 23:00,,FEP,MONTALVO,Interrogation Group 0: 22 points did not update,IEC104
6/03/2021 23:00,,FEP,CHAVARRIA_N,Interrogation Group 0: 439 points did not update,IEC104
6/03/2021 23:00,,FEP,SURIRAY,Interrogation Group 0 Timed Out,IEC104
6/03/2021 23:00,,FEP,ABANCAY,Interrogation Group 0: 962 points did not update,IEC104
6/03/2021 23:00,03058A19,DESIERTO 22.9,BARRA_A TENSION V-ST,RETORNO A NORMAL,21.8
6/03/2021 23:00,3080049,PARAMO NUE 66,T10-216 POT ACTIVA,MEDIDA CONGELADA,0
6/03/2021 23:00,,FEP,PAPUJUNE,Interrogation Group 0: 1164 points did not update,IEC104
6/03/2021 23:00,,FEP,GUADALUPE_N,Interrogation Group 0: 1679 points did not update,IEC104
6/03/2021 23:00,,FEP,ZORRITOS_N,Interrogation Group 0: 185 points did not update,IEC104
6/03/2021 23:00,,FEP,TALARA N,Interrogation Group 0: 7 points did not update,IEC104
6/03/2021 23:00,,FEP,SOCABAYA_REP_N,Interrogation Group 0 Timed Out,IEC104
6/03/2021 23:00,,FEP,COMBAPATA_N,Interrogation Group 0: 1859 points did not update,IEC104
6/03/2021 23:00,1039576,YARABAMBA 500,L-5035 FP1 87L DISP R,RETORNO A NORMAL,INACTIVO
6/03/2021 23:00,1039577,YARABAMBA 500,L-5035 FP1 87L DISP S,CAMBIO DE ESTADO,ACTIVO
6/03/2021 23:00,,FEP,CHIMBOTENVA_N,Interrogation Group 0: 20 points did not update,IEC104
6/03/2021 23:00,1039577,YARABAMBA 500,L-5035 FP1 87L DISP S,RETORNO A NORMAL,INACTIVO
6/03/2021 23:00,3060093,SANJUAN 220,L-2205 PL1 POT ACTIVA,MEDIDA CONGELADA,-59
6/03/2021 23:00,,FEP,CARAPONGO,Interrogation Group 0 Timed Out,IEC104
6/03/2021 23:00,,FEP,COTARUSE_N,Interrogation Group 0 Timed Out,IEC104
6/03/2021 23:00,1039578,YARABAMBA 500,L-5035 FP1 87L DISP T,CAMBIO DE ESTADO,ACTIVO
6/03/2021 23:00,1039578,YARABAMBA 500,L-5035 FP1 87L DISP T,RETORNO A NORMAL,INACTIVO
6/03/2021 23:00,,FEP,MOQUEGUA_N,Interrogation Group 0: 194 points did not update,IEC104
6/03/2021 23:00,,FEP,MOQUEGUA_N,Interrogation Group 0: 3 points did not update,IEC104
6/03/2021 23:00,,FEP,TALARA N,Interrogation Group 0 Timed Out,IEC104
6/03/2021 23:00,,FEP,PUNO_N,Interrogation Group 0: 3 points did not update,IEC104
6/03/2021 23:00,,FEP,SOCABAYA_REP_N,Interrogation Group 0: 1376 points did not update,IEC104
6/03/2021 23:00,,FEP,PIURA2_N,Interrogation Group 0 Timed Out,IEC104
6/03/2021 23:00,,FEP,CHIMBOTENVA_N,Interrogation Group 0: 493 points did not update,IEC104
6/03/2021 23:00,1085084,ORCOTUNA 220,T108-261 ALARMA GRAVE,CAMBIO DE ESTADO,ACTIVO
6/03/2021 23:00,,FEP,LANINA_N,Interrogation Group 0 Timed Out,IEC104
6/03/2021 23:00,,FEP,PIURA2_N,Interrogation Group 0: 1348 points did not update,IEC104
6/03/2021 23:00,,FEP,ORCOTUNA,Interrogation Group 0: 1468 points did not update,IEC104
6/03/2021 23:00,2047054,MARCONA 60,T62-261 REG V AUT/MAN,CAMBIO DE ESTADO,MANUAL
6/03/2021 23:00,,FEP,CHIMBOTENVA_N,Interrogation Group 0 Timed Out,IEC104
6/03/2021 23:00,,FEP,CHAVARRIA_N,Interrogation Group 0 Timed Out,IEC104
6/03/2021 23:00,,FEP,TRUJILLO_N,Interrogation Group 0 Timed Out,IEC104
6/03/2021 23:00,,FEP,CHAVARRIA_N,Interrogation Group 0: 61 points did not update,IEC104
6/03/2021 23:00,,FEP,TALARA N,Interrogation Group 0: 170 points did not update,IEC104
6/03/2021 23:00,1085084,ORCOTUNA 220,T108-261 ALARMA GRAVE,CAMBIO DE ESTADO,INACTIVO
6/03/2021 23:00,,FEP,TOCACHE_N,Interrogation Group 0 Timed Out,IEC104
6/03/2021 23:00,,FEP,SANROS_N,Interrogation Group 0: 10 points did not update,IEC104
6/03/2021 23:00,,FEP,LANINA_N,Interrogation Group 0: 26 points did not update,IEC104
6/03/2021 23:00,,FEP,TINTAYA_N,Interrogation Group 0: 6 points did not update,IEC104
6/03/2021 23:00,,FEP,QUENCORO_N,Interrogation Group 0 Timed Out,IEC104
6/03/2021 23:00,,FEP,MOQUEGUA_N,Interrogation Group 0 Timed Out,IEC104
6/03/2021 23:00,,FEP,TRUJILLO_N,Interrogation Group 0: 1944 points did not update,IEC104
6/03/2021 23:00,,FEP,MOLLEPATA,Interrogation Group 0 Timed Out,IEC104
6/03/2021 23:00,,FEP,PUNO_N,Interrogation Group 0: 147 points did not update,IEC104
6/03/2021 23:00,,FEP,CHICLAYO_N,Interrogation Group 0: 812 points did not update,IEC104
6/03/2021 23:00,,FEP,COTARUSE_N,Interrogation Group 0: 1482 points did not update,IEC104
6/03/2021 23:00,,FEP,ZORRITOS_N,Interrogation Group 0: 435 points did not update,IEC104
6/03/2021 23:00,,FEP,TRUJILLO_N,Interrogation Group 0: 437 points did not update,IEC104
6/03/2021 23:00,,FEP,MOLLEPATA,Interrogation Group 0: 11 points did not update,IEC104
6/03/2021 23:00,,FEP,COTARUSE_N,Interrogation Group 0: 165 points did not update,IEC104
6/03/2021 23:00,1084120,COTARUSE 220,L-2052 PL2 FLL COM RELE,CAMBIO DE ESTADO,ACTIVO
6/03/2021 23:00,,FEP,ABANCAY,Interrogation Group 0: 4 points did not update,IEC104
6/03/2021 23:00,,FEP,LA_BREA,Interrogation Group 0: 120 points did not update,IEC104
6/03/2021 23:00,,FEP,CHICLAYO_N,Interrogation Group 0: 30 points did not update,IEC104
6/03/2021 23:00,1009354,TOCACHE 138,T129-121 P2 ARRQ FASE R,CAMBIO DE ESTADO,ACTIVO
6/03/2021 23:00,1009354,TOCACHE 138,T129-121 P2 ARRQ FASE R,RETORNO A NORMAL,INACTIVO
6/03/2021 23:00,,FEP,PIURA2_N,Interrogation Group 0: 176 points did not update,IEC104
6/03/2021 23:00,1084120,COTARUSE 220,L-2052 PL2 FLL COM RELE,RETORNO A NORMAL,INACTIVO
6/03/2021 23:00,22112011,MARCONA 220,ALARM MARCONA_060,CAMBIO DE ESTADO,ON
6/03/2021 23:00,,FEP,SURIRAY,Interrogation Group 0: 32 points did not update,IEC104
6/03/2021 23:00,1079599,COMBAPATA SSAA,SSAA FLL COM RELE,RETORNO A NORMAL,INACTIVO
6/03/2021 23:00,,FEP,SOCABAYA_REP_N,Interrogation Group 0: 7 points did not update,IEC104
6/03/2021 23:00,,FEP,GUADALUPE_N,Interrogation Group 0: 62 points did not update,IEC104
6/03/2021 23:00,,FEP,ORCOTUNA,Interrogation Group 0: 21 points did not update,IEC104
6/03/2021 23:00,,FEP,PAPUJUNE,Interrogation Group 0: 163 points did not update,IEC104
6/03/2021 23:00,,FEP,CARAPONGO,Interrogation Group 0: 13 points did not update,IEC104
6/03/2021 23:00,1009502,TOCACHE 22.9,RSV1-RSV2 P1 50/51 DISPARO,CAMBIO DE ESTADO,ACTIVO
6/03/2021 23:00,,FEP,TOCACHE_N,Interrogation Group 0: 54 points did not update,IEC104
6/03/2021 23:00,,FEP,COMBAPATA_N,Interrogation Group 0: 30 points did not update,IEC104
6/03/2021 23:00,1079599,COMBAPATA SSAA,SSAA FLL COM RELE,CAMBIO DE ESTADO,ACTIVO
6/03/2021 23:00,1009502,TOCACHE 22.9,RSV1-RSV2 P1 50/51 DISPARO,RETORNO A NORMAL,INACTIVO
6/03/2021 23:00,1079748,COMBAPATA 66,ACOPLE FLL COM RELE,CAMBIO DE ESTADO,ACTIVO
6/03/2021 23:00,3054009,CHIMBOTE 13.8,BARRA_A TENSION,LIMITE SUPERIOR 1 EXCEDIDO,14.3
6/03/2021 23:00,22054013,COMBAPATA 138,ALARM COMBAPAT_SSAA,CAMBIO DE ESTADO,ON
6/03/2021 23:00,3085021,ORCOTUNA 220,BARRA_B TENSION,RETORNO A NORMAL,230.7
6/03/2021 23:00,3054009,CHIMBOTE 13.8,BARRA_A TENSION,RETORNO A NORMAL,14.1
6/03/2021 23:00,22054011,COMBAPATA 138,ALARM COMBAPAT_066,CAMBIO DE ESTADO,ON
6/03/2021 23:00,3085021,ORCOTUNA 220,BARRA_B TENSION,LIMITE SUPERIOR 1 EXCEDIDO,231
6/03/2021 23:00,03011F85,AZANGARO 22.9,B1 TENSION,LIMITE INFERIOR 1 EXCEDIDO,22.7
6/03/2021 23:00,3031798,TRUJILL NVA 500,R-24 POT REACTIVA,RETORNO A NORMAL,156.3
6/03/2021 23:00,03011F85,AZANGARO 22.9,B1 TENSION,RETORNO A NORMAL,23
6/03/2021 23:00,01082G39,TRUJILL NOR 10,SVC ALAR LEVE,CAMBIO DE ESTADO,ACTIVO
6/03/2021 23:00,01082G39,TRUJILL NOR 10,SVC ALAR LEVE,RETORNO A NORMAL,INACTIVO
6/03/2021 23:00,22196010,TRUJILL NOR 220,ALARM TRUJILLO_010,CAMBIO DE ESTADO,ON
6/03/2021 23:00,22196010,TRUJILL NOR 220,ALARM TRUJILLO_010,RETORNO A NORMAL,OFF
6/03/2021 23:00,3031798,TRUJILL NVA 500,R-24 POT REACTIVA,LIMITE SUPERIOR 1 EXCEDIDO,157.8
6/03/2021 23:00,03011F85,AZANGARO 22.9,B1 TENSION,LIMITE INFERIOR 1 EXCEDIDO,22.7
6/03/2021 23:00,1033075,OROYA NUEVA 220,L-2224 FP1 ERR SYNC TIME,CAMBIO DE ESTADO,ACTIVO
6/03/2021 23:00,03011F85,AZANGARO 22.9,B1 TENSION,RETORNO A NORMAL,23.1
6/03/2021 23:00,3085021,ORCOTUNA 220,BARRA_B TENSION,RETORNO A NORMAL,230.8
6/03/2021 23:00,03011F85,AZANGARO 22.9,B1 TENSION,LIMITE INFERIOR 1 EXCEDIDO,22.6
6/03/2021 23:00,03011F85,AZANGARO 22.9,B1 TENSION,RETORNO A NORMAL,22.8
6/03/2021 23:00,1053533,PIURA 220,L-2248 P1 ARRQ GRAL FASE R,CAMBIO DE ESTADO,ACTIVO
6/03/2021 23:00,1053555,PIURA 220,L-2248 P1 ARRQ GRAL NEUTRO,CAMBIO DE ESTADO,ACTIVO
6/03/2021 23:00,1053555,PIURA 220,L-2248 P1 ARRQ GRAL NEUTRO,RETORNO A NORMAL,INACTIVO
6/03/2021 23:00,1053533,PIURA 220,L-2248 P1 ARRQ GRAL FASE R,RETORNO A NORMAL,INACTIVO
6/03/2021 23:01,3085021,ORCOTUNA 220,BARRA_B TENSION,LIMITE SUPERIOR 1 EXCEDIDO,231
6/03/2021 23:01,1033075,OROYA NUEVA 220,L-2224 FP1 ERR SYNC TIME,CAMBIO DE ESTADO,INACTIVO
6/03/2021 23:01,3085021,ORCOTUNA 220,BARRA_B TENSION,RETORNO A NORMAL,231
6/03/2021 23:01,1079748,COMBAPATA 66,ACOPLE FLL COM RELE,RETORNO A NORMAL,INACTIVO
6/03/2021 23:01,22054011,COMBAPATA 138,ALARM COMBAPAT_066,RETORNO A NORMAL,OFF
6/03/2021 23:01,3085021,ORCOTUNA 220,BARRA_B TENSION,LIMITE SUPERIOR 1 EXCEDIDO,231
6/03/2021 23:01,1079748,COMBAPATA 66,ACOPLE FLL COM RELE,RETORNO A NORMAL,INACTIVO
6/03/2021 23:01,1079748,COMBAPATA 66,ACOPLE FLL COM RELE,CAMBIO DE ESTADO,ACTIVO
6/03/2021 23:01,03011F85,AZANGARO 22.9,B1 TENSION,LIMITE INFERIOR 1 EXCEDIDO,22.6
6/03/2021 23:01,22054011,COMBAPATA 138,ALARM COMBAPAT_066,CAMBIO DE ESTADO,ON
6/03/2021 23:01,03011F85,AZANGARO 22.9,B1 TENSION,RETORNO A NORMAL,23
6/03/2021 23:01,3054009,CHIMBOTE 13.8,BARRA_A TENSION,LIMITE SUPERIOR 1 EXCEDIDO,14.3
6/03/2021 23:01,22054011,COMBAPATA 138,ALARM COMBAPAT_066,RETORNO A NORMAL,OFF
6/03/2021 23:01,3054009,CHIMBOTE 13.8,BARRA_A TENSION,RETORNO A NORMAL,14.2
6/03/2021 23:01,3034102,HUANUCO 10,BARRA_A TENSION,LIMITE SUPERIOR 1 EXCEDIDO,10.6
6/03/2021 23:01,03058A19,DESIERTO 22.9,BARRA_A TENSION V-ST,LIMITE INFERIOR 2 EXCEDIDO,21.8
6/03/2021 23:01,03011F85,AZANGARO 22.9,B1 TENSION,LIMITE INFERIOR 1 EXCEDIDO,22.5
6/03/2021 23:01,3085021,ORCOTUNA 220,BARRA_B TENSION,RETORNO A NORMAL,230.9
6/03/2021 23:02,1079748,COMBAPATA 66,ACOPLE FLL COM RELE,CAMBIO DE ESTADO,ACTIVO
6/03/2021 23:02,1079748,COMBAPATA 66,ACOPLE FLL COM RELE,RETORNO A NORMAL,INACTIVO
6/03/2021 23:02,3085021,ORCOTUNA 220,BARRA_B TENSION,LIMITE SUPERIOR 1 EXCEDIDO,231.3
6/03/2021 23:02,22054011,COMBAPATA 138,ALARM COMBAPAT_066,CAMBIO DE ESTADO,ON
6/03/2021 23:02,22054011,COMBAPATA 138,ALARM COMBAPAT_066,RETORNO A NORMAL,OFF
6/03/2021 23:02,1057723,PLANICIE SSAA,FLL COMUNIC CC. PLANICIE,RETORNO A NORMAL,INACTIVO
6/03/2021 23:02,1057723,PLANICIE SSAA,FLL COMUNIC CC. PLANICIE,CAMBIO DE ESTADO,ACTIVO
6/03/2021 23:02,22140011,PLANICIE 220,ALARM PLANICIE_SSAA,CAMBIO DE ESTADO,ON
6/03/2021 23:02,3031798,TRUJILL NVA 500,R-24 POT REACTIVA,RETORNO A NORMAL,156.5
6/03/2021 23:02,3063740,INDEPENDEN 60,BARRA_A TENSION,LIMITE INFERIOR 1 EXCEDIDO,60.4
6/03/2021 23:02,3063740,INDEPENDEN 60,BARRA_A TENSION,RETORNO A NORMAL,61.1
6/03/2021 23:02,3031798,TRUJILL NVA 500,R-24 POT REACTIVA,LIMITE SUPERIOR 1 EXCEDIDO,158.5
6/03/2021 23:02,3079062,COMBAPATA 66,T46-162 TENSION V-TR,LIMITE INFERIOR 1 EXCEDIDO,62.9
6/03/2021 23:02,01048B41,CARABAYLLO SSAA,FLL COMUNICACION CC-San Juan,CAMBIO DE ESTADO,ACTIVO
6/03/2021 23:02,01048B41,CARABAYLLO SSAA,FLL COMUNICACION CC-San Juan,RETORNO A NORMAL,INACTIVO
6/03/2021 23:02,22033012,CARABAYLLO 500,ALARM CARABAYL_SSAA,CAMBIO DE ESTADO,ON
6/03/2021 23:02,03011F85,AZANGARO 22.9,B1 TENSION,RETORNO A NORMAL,22.8
6/03/2021 23:02,22033012,CARABAYLLO 500,ALARM CARABAYL_SSAA,RETORNO A NORMAL,OFF
6/03/2021 23:02,3079062,COMBAPATA 66,T46-162 TENSION V-TR,RETORNO A NORMAL,63.1
6/03/2021 23:02,,STATUS_LINEAS,,State Estimator converged with violations,
6/03/2021 23:02,03011F85,AZANGARO 22.9,B1 TENSION,LIMITE INFERIOR 1 EXCEDIDO,22.5
6/03/2021 23:02,3036035,QUENCORO 34.5,T80-131 TENSION V-ST,LIMITE INFERIOR 1 EXCEDIDO,33.5
6/03/2021 23:02,3036034,QUENCORO 34.5,T80-131 TENSION V-RS,LIMITE INFERIOR 1 EXCEDIDO,33.6
6/03/2021 23:02,3036036,QUENCORO 34.5,T80-131 TENSION V-TR,LIMITE INFERIOR 1 EXCEDIDO,33.5
6/03/2021 23:02,3036029,QUENCORO 34.5,T80-131 CORRIENTE IS,LIMITE SUPERIOR 1 EXCEDIDO,122.2
6/03/2021 23:02,3036256,QUENCORO 34.5,T80-131 POT APARENTE,LIMITE SUPERIOR 1 EXCEDIDO,7.7
6/03/2021 23:02,3036030,QUENCORO 34.5,T80-131 CORRIENTE IT,LIMITE SUPERIOR 2 EXCEDIDO,130.5
6/03/2021 23:02,3036029,QUENCORO 34.5,T80-131 CORRIENTE IS,LIMITE SUPERIOR 2 EXCEDIDO,136.5
6/03/2021 23:02,3036028,QUENCORO 34.5,T80-131 CORRIENTE IR,LIMITE SUPERIOR 2 EXCEDIDO,132.4
6/03/2021 23:02,24155003,QUENCORO 10.5,T47-131 POT APARENTE,LIMITE SUPERIOR 1 EXCEDIDO,7.4
6/03/2021 23:02,3036147,QUENCORO 10.5,T80-131 TENSION V-ST,LIMITE INFERIOR 1 EXCEDIDO,10.2
6/03/2021 23:02,3079062,COMBAPATA 66,T46-162 TENSION V-TR,LIMITE INFERIOR 1 EXCEDIDO,62.9
6/03/2021 23:02,03011F85,AZANGARO 22.9,B1 TENSION,RETORNO A NORMAL,22.8
6/03/2021 23:02,3036148,QUENCORO 10.5,T80-131 TENSION V-TR,LIMITE INFERIOR 1 EXCEDIDO,10.2
6/03/2021 23:02,3036035,QUENCORO 34.5,T80-131 TENSION V-ST,RETORNO A NORMAL,34.2
6/03/2021 23:02,3036030,QUENCORO 34.5,T80-131 CORRIENTE IT,RETORNO A NORMAL,98.2
6/03/2021 23:02,3036036,QUENCORO 34.5,T80-131 TENSION V-TR,RETORNO A NORMAL,34
6/03/2021 23:02,3036256,QUENCORO 34.5,T80-131 POT APARENTE,RETORNO A NORMAL,6
6/03/2021 23:02,3036147,QUENCORO 10.5,T80-131 TENSION V-ST,RETORNO A NORMAL,10.4
6/03/2021 23:02,3036148,QUENCORO 10.5,T80-131 TENSION V-TR,RETORNO A NORMAL,10.4
6/03/2021 23:02,3036029,QUENCORO 34.5,T80-131 CORRIENTE IS,RETORNO A NORMAL,103.5
6/03/2021 23:02,3036034,QUENCORO 34.5,T80-131 TENSION V-RS,RETORNO A NORMAL,34.2
6/03/2021 23:02,3036028,QUENCORO 34.5,T80-131 CORRIENTE IR,RETORNO A NORMAL,103.1
6/03/2021 23:02,24155003,QUENCORO 10.5,T47-131 POT APARENTE,RETORNO A NORMAL,5.6
6/03/2021 23:02,03011F85,AZANGARO 22.9,B1 TENSION,LIMITE INFERIOR 1 EXCEDIDO,22.6
6/03/2021 23:02,3063740,INDEPENDEN 60,BARRA_A TENSION,LIMITE INFERIOR 1 EXCEDIDO,60.7
6/03/2021 23:03,3079062,COMBAPATA 66,T46-162 TENSION V-TR,RETORNO A NORMAL,63
6/03/2021 23:03,3063740,INDEPENDEN 60,BARRA_A TENSION,RETORNO A NORMAL,61.3
6/03/2021 23:03,03011F85,AZANGARO 22.9,B1 TENSION,RETORNO A NORMAL,22.8
6/03/2021 23:03,03011F85,AZANGARO 22.9,B1 TENSION,LIMITE INFERIOR 1 EXCEDIDO,22.5
6/03/2021 23:03,3054100,CHIMBOTE 220,AT30-211 DELTA VOLTAJE,MEDIDA CONGELADA,0.8
6/03/2021 23:03,03011F85,AZANGARO 22.9,B1 TENSION,RETORNO A NORMAL,22.9
6/03/2021 23:03,1079748,COMBAPATA 66,ACOPLE FLL COM RELE,CAMBIO DE ESTADO,ACTIVO
6/03/2021 23:03,3085021,ORCOTUNA 220,BARRA_B TENSION,RETORNO A NORMAL,231
6/03/2021 23:03,22054011,COMBAPATA 138,ALARM COMBAPAT_066,CAMBIO DE ESTADO,ON
6/03/2021 23:03,03011F85,AZANGARO 22.9,B1 TENSION,LIMITE INFERIOR 1 EXCEDIDO,22.6
6/03/2021 23:03,01048B41,CARABAYLLO SSAA,FLL COMUNICACION CC-San Juan,RETORNO A NORMAL,INACTIVO
6/03/2021 23:03,01048B41,CARABAYLLO SSAA,FLL COMUNICACION CC-San Juan,CAMBIO DE ESTADO,ACTIVO
6/03/2021 23:03,22033012,CARABAYLLO 500,ALARM CARABAYL_SSAA,CAMBIO DE ESTADO,ON
6/03/2021 23:03,22033012,CARABAYLLO 500,ALARM CARABAYL_SSAA,RETORNO A NORMAL,OFF
6/03/2021 23:03,3063740,INDEPENDEN 60,BARRA_A TENSION,LIMITE INFERIOR 1 EXCEDIDO,60.7
6/03/2021 23:03,3085021,ORCOTUNA 220,BARRA_B TENSION,LIMITE SUPERIOR 1 EXCEDIDO,231
6/03/2021 23:03,3063740,INDEPENDEN 60,BARRA_A TENSION,RETORNO A NORMAL,61.4
6/03/2021 23:03,03011F85,AZANGARO 22.9,B1 TENSION,RETORNO A NORMAL,22.9
6/03/2021 23:03,03011F85,AZANGARO 22.9,B1 TENSION,LIMITE INFERIOR 1 EXCEDIDO,22.5
6/03/2021 23:04,1079748,COMBAPATA 66,ACOPLE FLL COM RELE,RETORNO A NORMAL,INACTIVO
6/03/2021 23:04,3085021,ORCOTUNA 220,BARRA_B TENSION,RETORNO A NORMAL,230.9
6/03/2021 23:04,22054011,COMBAPATA 138,ALARM COMBAPAT_066,RETORNO A NORMAL,OFF
6/03/2021 23:04,3085021,ORCOTUNA 220,BARRA_B TENSION,LIMITE SUPERIOR 1 EXCEDIDO,231.2
6/03/2021 23:04,03011F85,AZANGARO 22.9,B1 TENSION,RETORNO A NORMAL,23.3
6/03/2021 23:04,3067055,CARAPONGO 220,BARRA_A TENSION,LIMITE SUPERIOR 1 EXCEDIDO,227.7
6/03/2021 23:04,3067056,CARAPONGO 220,BARRA_B TENSION,LIMITE SUPERIOR 1 EXCEDIDO,227.5
6/03/2021 23:04,1049575,GUADALUPE 220,T17-261 25 INDISPONIBLE,RETORNO A NORMAL,INACTIVO
6/03/2021 23:04,1049575,GUADALUPE 220,T17-261 25 INDISPONIBLE,CAMBIO DE ESTADO,ACTIVO
6/03/2021 23:04,1049575,GUADALUPE 220,T17-261 25 INDISPONIBLE,RETORNO A NORMAL,INACTIVO
6/03/2021 23:04,1049575,GUADALUPE 220,T17-261 25 INDISPONIBLE,CAMBIO DE ESTADO,ACTIVO
6/03/2021 23:04,3067056,CARAPONGO 220,BARRA_B TENSION,RETORNO A NORMAL,226.5
6/03/2021 23:04,3067055,CARAPONGO 220,BARRA_A TENSION,RETORNO A NORMAL,226.7
6/03/2021 23:04,03058A19,DESIERTO 22.9,BARRA_A TENSION V-ST,RETORNO A NORMAL,22
6/03/2021 23:04,13291002,CARHUAQUERO 220,L-2240 TENSION,RETORNO DE MEDIDA CONGELADA,232.1
6/03/2021 23:04,03011F85,AZANGARO 22.9,B1 TENSION,LIMITE INFERIOR 1 EXCEDIDO,22.6
